video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"oWG_BLt7vfU","Sukhe - I Need Ya | Feat Krystle D'Souza | Jaani | B Praak | Arvindr Khaira","2018-11-27T09:30:04.000Z","UC56gTxNs4f9xZ7Pa2i5xNzg","Sony Music India","10","18.29.11","Sony Music India,Sony Music,Latest Hits,I need ya,baby i need ya,sukhe i need ya,krystle dsouza i need ya,krystle dsouza song,sukhe new song,sukhe song 2018,sukhe krystle dsouza,jaani,b praak,arvindr khaira,latest song 2018,kya baat ay,harrdy sandhu,buzz,aastha gill","7286296","228925","12379","11670","https://i.ytimg.com/vi/oWG_BLt7vfU/default.jpg","False","False","Pop sensation and heartthrob of millions - Sukhe is back with his latest R&B hit I Need Ya  feat Krystle D'Souza - Indian TV's hottest actress. The video has been shot in exotic location of Dubai by Arvindr Khaira. The song has been penned down by Jaani & composed by B Praak. #INeedYa  #Sukhe #KrystleDsouzaListen To I Need Ya on Wynk : https://bit.ly/2zugF7tSong : I Need YaArtist : SukheStarring : Sukhe & Krystle D'SouzaLyrics : Jaani Music : B Praak Dubbing  & Mix : Saffron Studio , Punchkula (Akash & Guri)Video Director : Arvindr KhairaChief AD : Harman ButtarDOP : Al Ameel Editor : Zipsi  Production : Mirchi Entertainment DXB ( Dubai) / DJ SaadSytlist : Shreya Juneja (Krystle D'Souza)Casting : Shivam Gupta ( Krystle D' Souza)Stills : Ethasham SaeedPublicity Creatives / Designs : The Town MediaPresentation : Yogesh Dixit (YS Events)Label : Sony Music IndiaTo set I Need Ya as your caller tune : For exclusive updates on Punjabi latest songs connect -Facebook- https://www.facebook.com/SonyMusicNorthTwitter - https://twitter.com/sonymusicnorthInstagram - https://www.instagram.com/sonymusic_n...Audio on Sony Music Entertainment India Pvt. Ltd (C) 2018 Sony Music Entertainment India Pvt. Ltd."
"3nauk_scj9U","Maari 2 - Rowdy Baby (Lyric Video) | Dhanush | Yuvan Shankar Raja | Balaji Mohan","2018-11-28T05:30:33.000Z","UCIx3RWYwikMlDiJeCEUbfEA","Wunderbar Studios","10","18.29.11","Wunderbar Studios,Wunderbar Films,Dhanush,Maari,Maari 2,Maari 2 Single,Rowdy Baby,Rowdy Baby Maari 2 Song,Maari 2 Rowdy Baby Song,Dhanush Songs,Sai Pallavi Maari 2,Yuvan Shankar Raja Hits,Rowdy Baby Yuvan Song,Rowdy Baby Dhanush Song,Maari 2 Songs,maari 2 first look,yuvan shankar raja,balaji mohan,sai pallavi,Krishna,Varalakshmi Sarathkumar,Tovino Thomas Maari 2,Tovino Thomas movies,Maari 2 Jukebox,divo","2672315","153337","6660","9277","https://i.ytimg.com/vi/3nauk_scj9U/default.jpg","False","False","Unleashing the 1st Single from #Maari2 - #RowdyBaby. Maari 2 stars Dhanush, Sai Pallavi, Krishna, Varalakshmi Sarathkumar & Tovino Thomas in lead roles; Music Composed by Yuvan Shankar Raja & Directed by Balaji Mohan.Track CreditsTrack: Rowdy BabySingers: Dhanush & DheeLyrics: Poetu DhanushMusic: Yuvan Shankar RajaListen to #RowdyBaby on your favorite Streaming Platformshttp://divo.in/Maari2iTunes - http://bit.ly/RowdyBabyMaari2Google Play - http://bit.ly/2E3Y0mIGaana - https://bit.ly/2P67L4QSaavn - https://bit.ly/2AvI34RHungama - https://bit.ly/2E27OOfRaaga - https://bit.ly/2BDhXhZWynk Music - https://bit.ly/2FN69OdJio Music - https://bit.ly/2zvkWaSIdea Music - https://bit.ly/2PXP0WXComposed & Arranged by Yuvan Shankar Raja Harmonies: Srivardhini, SenthildassElectric Guitar: Joshua Mark RajSaxophone: RajaTrumpet & Trombone: BabuRhythm Section: V.Kumar, Lakshminarayana, Raju, Vedachalam, Lakshmikanth, Jagan MohanRhythm Section Recorded at Cirkul Entertainment by RamjiVoice Conduction: Vasudevan, SenthildassProgram Co-ordination: V.Subbiah, AhamadRecorded @ U1 RecordsRecorded by M. Kumaraguruparan D.F.Tech (U1 Records)Mixed by M. Kumaraguruparan D.F.TechMastered by RamjiWunderbar Films Private LimitedDhanushMAARI 2Written & Directed by Balaji Mohana Yuvan Shankar Raja musicalCast: Dhanush, Sai Pallavi, Krishna, Varalakshmi Sarathkumar & Tovino Thomas, Robo Shankar, Kalloori Vino & OthersProducer: DhanushExecutive Producer: S Vinod KumarDOP: Om PrakashProduction Design: Amaran AEdit: GK PrasannaCostumes: Vasuki BhaskarChoreography: Prabhu Deva, Baba BhaskarStunts: SilvaLyrics: Poetu DhanushJani | S P Chokkalingam | Sync Cinema | Raja Krishnan | Martin rex | Raja B | A Saravanakumar | Nagu | Digital Bricks | Amir | Sivakumar S (SivaDigitalArt) | Riaz K AhmedBanner: Wunderbar FilmsMusic on Wunderbar StudiosDigital Partner: DivoLyric Video: Arun Selvakumar, DivoDec 2018 Release | #MaariIsBack #Maari2 on FB  https://www.facebook.com/Maari2Offl/Subscribe to our channel bit.ly/WunderbarStudiosWunderbar Films Official FB Page: http://bit.ly/WunderbarFilmsfbWunderbar Films Official Twitter: https://twitter.com/WunderbarFilmsFollow us on Instagram - https://www.instagram.com/wunderbarfilms/In Association with Divohttp://www.facebook.com/divomovieshttps://twitter.com/divomovies"
"_sbkAFROsKc","96 Movie - Deleted Scene | Vijay Sethupathi, Trisha | Govind Vasantha | C. Prem Kumar","2018-11-27T12:28:26.000Z","UCLbdVvreihwZRL6kwuEUYsA","Think Music India","10","18.29.11","[none]","2656329","118373","2367","4419","https://i.ytimg.com/vi/_sbkAFROsKc/default.jpg","False","False","96 Movie | #DeletedScene96 | #VijaySethupathi, #Trisha | #GovindVasantha | C. Prem KumarMadras Enterprises presents 96 Tamil Movie#96 Ringback Tunes ► https://bit.ly/2woIXyuListen to #96 Songs now available:iTunes ► https://apple.co/2Nf3zQrSaavn ► https://bit.ly/2My4S0wGaana ► https://bit.ly/2MSuGny Wynk ► https://bit.ly/2o6bZOZHungama ► https://bit.ly/2MwHJvuRaaga ► https://bit.ly/2LnumIrJioMusic ► https://bit.ly/2woqr8LFor 96 Movie Ringback Tunes:#KaathalaeKaathalaeAirtel : DIAL 5432116564611Vodafone : DIAL 53710587459Idea : DIAL 5678910587459BSNL : SMS BT 10587459 To 56700#Konjam (Kaathalae Kaathalae)Airtel : DIAL 5432116564799Vodafone : DIAL 53710587458Idea : DIAL 5678910587458BSNL : SMS BT 10587458 To 56700#KaathalaeKaathalae Violin ThemeAirtel : DIAL 5432116564998Vodafone : DIAL 53710587455Idea : DIAL 5678910587455BSNL : SMS BT 10587455 To 5670096 is an Indian Tamil-language romance film written and directed by C. Prem Kumar who earlier handled the cinematography for Naduvula Konjam Pakkatha Kaanom, the film features #VijaySethupathi and #Trisha Krishnan in the lead role and the film is bankrolled by Nandagopal of Madras Enterprises. The music for the film is composed by Govind Vasantha, who is currently working in Balaji Tharaneetharan’s Oru Pakka Kathai and N. Shanmuga Sundaram is doing the cinematography.#96 Tamil Movie Crew:Starcast: Vijay Sethupathi, Trisha KrishnanBanner : Madras EnterprisesProducer : S. NanthagopalDirectior : C. Prem KumarMusic : Govind VasanthaDOP : Mahendiran Jayaraju, N. Shanmuga SundaramEditor : R. GovindarajAudio Label : Think Music© 2018 SPI Music Pvt. Ltd.For All Latest Updates:Subscribe to us on: http://www.youtube.com/thinkmusicindiaSubscribe to us on: http://www.dailymotion.com/thinkmusicindiaFollow us on: https://twitter.com/thinkmusicindiaLike us on: https://www.facebook.com/ThinkmusicofficialFollow us on: https://plus.google.com/+thinkmusicindiaFollow us on: https://www.instagram.com/thinkmusicofficial96 teaser, 96 movie teaser, 96 official teaser, 96 trailer, 96 official trailer, 96 movie trailer, 96 movie trailer, 96 movie trailer tamil, 96 tamil movie,tamil movie,tamil movies,96 tamil movie trailer,tamil full movie,96 movie,tamil,hit tamil movie,tamil comedy,movie,96 tamil movie teaser,96 tamil movie first look,tamil hd movies,tamil new movies,tamil songs,96 movie first look,tamil hd movie,tamil hit movie,new tamil movie,tamil cinema,latest tamil movie"
"GqMdbpYi5Yw","Viswasam - Official Motion Poster | Ajith Kumar, Nayanthara | Sathya Jyothi Films","2018-11-25T15:30:11.000Z","UCdbalkQDqCcOsYG5c4L8TAw","Sathya Jyothi Films","1","18.29.11","Viswasam Motion Poster,Viswsam Official Motion Poster,Ajith Motion Poster,Sathya Jyothi Films,Motion Poster,Ajith Kumar,Nayanthara,Siva,D Imman,viswasam,viswasam trailer,viswasam song,viswasam teaser,viswasam second look,viswasam tamil movie trailer,yogi babu,thambi ramaiah,thala,viswasam first look,ajith,thala ajith,thala latest,viswasam movie,tamil cinema,kollywood,ajith viswasam,viswasam official trailer,viswasam update,thala news","7121453","503132","58729","36596","https://i.ytimg.com/vi/GqMdbpYi5Yw/default.jpg","False","False","Presenting The Official Motion Poster of Viswasam Banner : Sathya Jyothi Films - T.G.Thyagarajan Presents. Cast: Ajith Kumar, Nayanthara, Jagapathi Babu, Vivek, Thambi Ramiah, Yogi Babu, Robo Shankar & Kovai Sarala.Director: Siva Music Director: D Imman Cinematography: Vetri Editor: Ruben Art : Milan Stunts : Dhilip Subrayan Choreography : Kalyan, Ashok Raja & BrindaLyrics : Thamarai, Viveka, Arun Bharathi & Yuga Bharathi Co Produced by : G Saravanan Costume Designer : Anu Vardhan & Dhatsha A PillaiExecutive Producer : Raahul Stills : Sittrarasu Co Writer : Adi Narayana Co Director : Raja Sekar Dialogues : Siva, Manikandan, Savari, Bakyaraj & ChandranPRO : Suresh Chandra, RekhaPublicity Designs : Anil & Bhanu Sound Design : Uday Kumar VFX : Harihara SuthanMake Up : Kuppusamy Producer : Sendhil Thyagarajan, Arjun Thyagarajan Follow us on Facebook - https://twitter.com/SathyaJyothiFilmsTwitter - https://twitter.com/SathyaJyothi_ Instagram - https://twitter.com/SathyaJyothiFilmsDigital Partner - Divo http://www.facebook.com/divomovies https://twitter.com/divomovies#ViswasamMotionPoster #Viswasam #AjithKumar"
"B5RxscG30RI","Silsila Badalte Rishton Ka - 27th November 2018 - सिलसिला बदलते रिश्तों का","2018-11-28T04:44:09.000Z","UC55IWqFLDH1Xp7iu1_xknRA","Colors TV","24","18.29.11","Colors TV,colorstv,hindi shows,VOOT,new promo,clips,3 minute clip,Silsila voot clip,Silsila,drama,extra marital affair,sislsila,badalte rishton ka,Silsila full show,childhood friend,Silsila Badalte Rishton Ka,Drashti Dhami,Nandini,Shakti Arora,Kunal,Aditi Sharma,Dr Mauli,Rajdeep,Abhinav Shukla,love story,husband,wife,cheating,harassment,#silsila","348529","1377","189","145","https://i.ytimg.com/vi/B5RxscG30RI/default.jpg","False","False","To watch the full episode of 'Silsila Badalte Rishton Ka' anytime, Download the Voot app now or Visithttps://www.voot.com/shows/silsila/1/606786/what-kunal-kidnapped-mishti/676308Two best friends, one broken marriage, and a dangerously addictive affair! Follow the dramatic twists and turns in the lives of Mauli, her husband Kunal, and her best friend Nandini. What happens when the unhappily married Nandini realises that the mutual admiration between her and Kunal has turned into fatal attraction? Will friendship be forsaken for love? Will one woman's happiness becomes another woman's heartbreak? Find out in Silsila Badalte Rishton Ka."
"czcy4RDG5pU","Kothalo... Aa Tharvatha - Mahathalli","2018-11-28T14:17:52.000Z","UCFnLGH9BGpJLJMMlRMr-f5Q","Mahathalli","24","18.29.11","telugu comedy videos,telugu funny videos,telugu comedy webseries,comedy videos telugu,telugu comedy shortfilms,comedy shortfilms,telugu,comedy,mahathalli,mahathalli amma,Kothalo Aa Tharvatha,Mahathalli Latest","342855","12568","522","1754","https://i.ytimg.com/vi/czcy4RDG5pU/default.jpg","False","False","Cast : Jahnavi DasettyDOP :Editing : RaviTeja NannimalaDI : Publicity Designer : Hope to entertain you all..!!!Thank you for Subscribing…. XOXOLive the Moment.  Cheers..!!!#TamadaMedia #Wirally #MahathalliPowered By Tamada MediaFollow me onhttps://www.facebook.com/Mahathalli/https://twitter.com/mahathallihttps://www.instagram.com/mahathalli/"
"KCHbayx2O7I","FilterCopy | When You're The Only Single One In Your Group | Ft. Barkha Singh and Hira Ashar","2018-11-27T07:04:43.000Z","UC7IMq6lLHbptAnSucW1pClA","FilterCopy","23","18.29.11","filtercopy,filter copy,dice,dice media,pocket aces,netflix,prime video,single,couple,relationship,third wheel,pyaar,friends,friend circle,cupid,tinder,couple goals,forever alone,online dating,dating app,amit bhadana,ashish chanchlani,bb ki vines,harsh beniwal,elvish yadav,make joke of,buzzfeed,beyounick,mostlysane,trending video,funny video,tvf,tsp,girliyapa,timeliners,college romance,school romance","2015971","56058","3818","2238","https://i.ytimg.com/vi/KCHbayx2O7I/default.jpg","False","False","Woh ladka hai kaha?Match on Substance over Selfies! Download OkCupid here - http://bit.ly/2DF804WWRITER AAKASH SHEWAKARAMANI DIRECTOR KEENAN BURROUGHS DOP AJINKYA PANDIT ASSISTANT DIRECTOR PRANAV SINGHAAKASH SHEWAKRAMANI CREATIVE PRODUCER NISHAAD JAVERI PRODUCER HITESH PARDESHI  CAST (in alphabetical order) ARNAV BHASINAAKASH SHEWAKARAMANIBARKHA SINGHGUNIT COURHIRA ASHARROHAN VERMA EXECUTIVE PRODUCER LALIT VERMA  EDITOR UDIT CHANDRAUL COLOR GRADING AJINKYA PANDIT SOUND DESIGN SUDHANSHU GAUR GRAPHICS MANOJ OMRESHREYA SETHIGAURAV JHAMB  VIDEO OPERATIONS RAUNAK RAMTEKE  BRAND SOLUTIONS RAGINI ROYSHIVI SINGHSHREYA AGARWAL SPOT CHANDAN KUMAR MAKEUP AND HAIR  JANAK THAPAZOYA SHAIKH ART DIRECTORS ANAYA JOSHISHREYAS S. RAHEJASWAPNIL MURKUTE STYLIST RICHA MEHTA WARDROBE MAHENDRA R PRASAD WARDROBE COURTESY UNITED COLOURS OF BENETTONFOREVER 21FABALLEY CAMERA ATTENDANT AADESH SIDDHU LIGHT ATTENDANT AFTAB ALAMAFZAL KHANASIF SHAIKH SOUND RECORDIST SANDEEP PRAJAPATI"
"GicpzSl_RsI","Ranveer Deepika Wedding Madness!","2018-11-28T14:03:07.000Z","UCtgGOdTlM-NdJ9rPKIYN8UQ","Slayy Point","23","18.29.11","ranveer deepika marriage,ranveer singh deepika padukone marriage,ranveer singh,deepika padukone,ranveer movie,deepika movie,slayy point,deepveer,ranveer deepika reception","289955","38760","637","4378","https://i.ytimg.com/vi/GicpzSl_RsI/default.jpg","False","False","We talk about the marriage of Ranveer Singh and Deepika Padukone and all the hype that media tries to create!Deepveer vs VirushkaRanveer Deepika receptionWatch Our Videos :-Most Stupid Scenes In Bollywood Movieshttps://www.youtube.com/watch?v=XvFmHBBHWuI&t=5sEasily Impress Every Indian Girlhttps://www.youtube.com/watch?v=NT4AUu-BUZo&t=286sYouTubers Can Review Everythinghttps://www.youtube.com/watch?v=c9c0begFH7UYOU CAN TALK TO US!! Follow us on - Facebook - https://www.facebook.com/SlayyPointTwitter - https://twitter.com/slayypointInstagram - https://www.instagram.com/slayypoint/E-mail for BUSINESS ENQUIRES ONLY- slayypoint@opraahfx.comGautami's Instagram and twitter- @gautamikawaleAbhyudaya's Instagram- @abhyudaya_mohan Twitter- @AbhyudayaMohan"
"pwZypSxvSGI","Types of MARRIAGE Proposals .. | #Fun #Sketch #Roleplay #Anaysa #ShrutiArjunAnand","2018-11-27T13:00:13.000Z","UCIsotCCdTjStPCLyD9iBCCQ","Shruti Arjun Anand","26","18.29.11","shruti,shruti anand,shruti arjun anand,shrutiarjunanand,expectation,reality,comedy,vlogger,blogger,expectations,funniest,mymissanand,expectations vs reality,vlogs,funny,vloggers,family,miss anand,blogging,roleplay,types of moms,laugh,how to vlog,kids,family vlog,skit,fun,sketch,family vlogs,real life,rich vs poor,rich,poor,normal,hot girl,funny girl,role play,rinky,my miss anand,desi,desi girl,marriage,wedding,proposals,types of people","874334","52064","2552","3873","https://i.ytimg.com/vi/pwZypSxvSGI/default.jpg","False","False","Follow on Instagram: https://tinyurl.com/ShrutiArjunAnandIndian marriages are full of entertainment; Especially if we are talking about arrange marriage as in those cases the fun starts with the very first meeting when families meet each other to checkout the groom and bride. If you have enjoyed this & want me to do Part-II then target hai 1,50,000 LIKES & I am sure you'll relate to this video and if you do then do SHARE it with your friends & relatives. COMMENT below your most favourite sequence & also what was yours most FUNNY or WEIRD moment during that phase?CHECKOUT All My AWESOME Channels: SUBSCRIBE To ShrutiArjunAnand - https://goo.gl/1gmCTASUBSCRIBE To ShrutiVlogs - https://goo.gl/00seNeSUBSCRIBE To Anaysa - https://goo.gl/5A2h93SUBSCRIBE To MyMissAnand - https://goo.gl/mnBhXgSUBSCRIBE To CookWithNisha - https://goo.gl/Kep2iSSUBSCRIBE To LafanGAY - https://goo.gl/XRHDrqCAMERA CREDITS:https://instagram.com/extremepictureimagecreation~ XoXo~ Shruti NEW UPLOADS Tuesday & Friday!▷ CONNECT with us!!♥ ♥ YOUTUBE ♥ ♥ https://www.youtube.com/user/shrutiarjunanand♥ ♥ WEB ♥ ♥ http://www.shrutiarjunanand.com/♥ ♥ INSTAGRAM ♥ ♥ https://www.instagram.com/shrutiarjunanand/♥ ♥ FACEBOOK ♥ ♥ https://www.facebook.com/shrutiarjunanand/♥ ♥ TWITTER ♥ ♥ https://twitter.com/shruti_ilim♥ ♥ SNAPCHAT ♥ ♥ @Shruti_ILIM♥ ♥ BUSINESS INQUIRY ♥ ♥ contactus@shrutiarjunanand.comAUDIO DISCLAIMER/CREDITS –Music from Epidemic Sound (http://www.epidemicsound.com)DISCLAIMER: All products used in my videos, regardless of whether the video is sponsored or not, are the products that I love using unless otherwise stated in case of first impression reviews. The information provided on this channel is for general purposes only and should NOT be considered as professional advice. We are not a licensed professional or a medical practitioner so always make sure you consult a professional in case of need. We always try to keep our channel and its content updated but we cannot guarantee it. All opinions expressed here are our own and we are not compensated by any brand, advertiser, PR representative or affiliate for the same unless explicitly stated in our videos and/or description box. We never try to push products on anyone but we do make recommendations based on our personal experience. All the content published on this channel is our own creative work and is protected under copyright law and in case you need to use our content for any purpose please write to us - contactus@shrutiarjunanand.com *  blogger comedy funniest family channel good vs  hilarious vlogging a day in my life miss anand funy vlogger vloggers new year good vs blogging anantya roleplay how to vlog indian youtuber hindi vlog in real life sketch women's health monthly rinky"
"6vxetcym0CA","ROJA Serial Episode 191 | 28th November 2018 | ரோஜா | Priyanka | Sibbu Suren | SunTV Serials","2018-11-28T10:00:00.000Z","UCRhn5l_2zvcMQA0RI2f010g","Saregama TVShows","24","18.29.11","roja episode 191,roja serial episode 191,191 roja episode,28th nov roja episode,roja episode 28th nov,28 nov roja episode,Roja serial today,roja suntv episode today,roja episode today,suntv serial roja,roja suntv serial,Tamil TV Serials,Sun TV Mega Serials,SunTV Shows,Roja TV serial,Roja New mega serial,Roja Tamil TV serial,sun tv tamil serials today,Roja Serial,sun tv roja serial priyanka,roja serial in suntv,priyanka roja serial,roja priyanka rao","554982","6488","513","887","https://i.ytimg.com/vi/6vxetcym0CA/default.jpg","False","False","ROJA - WATCH TODAY EPISODE: Watch all Roja Serial Episodes Telecast Exclusively only on SUN TV.Roja, as the name blooms like a flower, a young enthusiastic girl carrying a lot of sorrows and pains in her heart. She loses her father and mother at a young age and grows-up in an Orphanage.Crew:Cast – Priyanka, Sibbu Suren, Rajesh, Vadivukarasi, Gayathri, Shiva, Venkat, Akhila, K. Natraj, Dr. Sharmila, Manohar, Sowmiya, Sathish, Shamili, Girish, Suseendhar, Shoba Rani, Swetha, Ansari, Dubbing Janaki, SVS Kumar, Anand, Ganesh, VKR. Raghunath, Karishma.Director – V. SadhasivamSenior Vice President – B.R. VijayalakshmiCreative Head – PrinceCameraman – Parthiba KrishnaStory – VasubarathyScreenplay – S.ShekizharDialogue - Guru Sampath & Selvam SubbaiyaMusic - RaviragavLyricist -  Arun BharathyTitle Song Singer - M.M. ManasiEditor - K. ShankarCreative Team - Udayabhanu Maheswaran, K. Shanmugam, N.P. Karthik.For More Updates:Subscribe to us on: http://www.youtube.com/saregamatvshowsFollow us on: https://twitter.com/saregamasouthLike us on: https://www.facebook.com/saregamasouthFollow us on: https://plus.google.com/+SaregamaTVShowsVisit our website: www.saregama.com#RojaSerial #SaregamaTVshows #SunTV"
